name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,audio_features,id,uri,track_href,analysis_url,duration_ms,time_signature,target
"That Lady, Pts. 1 & 2",The Isley Brothers,0.344,0.769,5,-9.112,0,0.0606,0.261,0.000122,0.335,0.923,126.318,audio_features,,46pW0poQYEb2bVaqozGO59,spotify:track:46pW0poQYEb2bVaqozGO59,https://api.spotify.com/v1/tracks/46pW0poQYEb2bVaqozGO59,https://api.spotify.com/v1/audio-analysis/46pW0poQYEb2bVaqozGO59,334387,4,soul
Green Onions,Booker T. & the M.G.'s,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,audio_features,,4fQMGlCawbTkH9yPPZ49kP,spotify:track:4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/tracks/4fQMGlCawbTkH9yPPZ49kP,https://api.spotify.com/v1/audio-analysis/4fQMGlCawbTkH9yPPZ49kP,176333,4,soul
Keep the Fire Burning,Gwen McCrae,0.892,0.433,0,-13.806,0,0.0699,0.0277,0.000892,0.0308,0.924,128.029,audio_features,,4rS4K30qVDExdjeU4feF4c,spotify:track:4rS4K30qVDExdjeU4feF4c,https://api.spotify.com/v1/tracks/4rS4K30qVDExdjeU4feF4c,https://api.spotify.com/v1/audio-analysis/4rS4K30qVDExdjeU4feF4c,344547,4,soul
The Ghetto,Donny Hathaway,0.739,0.523,5,-10.462,0,0.0303,0.37,0.194,0.177,0.826,113.939,audio_features,,1yeIxOEFmpQ3qlOb2R3g2m,spotify:track:1yeIxOEFmpQ3qlOb2R3g2m,https://api.spotify.com/v1/tracks/1yeIxOEFmpQ3qlOb2R3g2m,https://api.spotify.com/v1/audio-analysis/1yeIxOEFmpQ3qlOb2R3g2m,413773,4,soul
Everybody Needs Somebody to Love,Solomon Burke,0.629,0.543,8,-9.185,1,0.045,0.145,0,0.116,0.858,75.519,audio_features,,4NL8D4RQsC6ux6eI3m3Lg5,spotify:track:4NL8D4RQsC6ux6eI3m3Lg5,https://api.spotify.com/v1/tracks/4NL8D4RQsC6ux6eI3m3Lg5,https://api.spotify.com/v1/audio-analysis/4NL8D4RQsC6ux6eI3m3Lg5,166067,4,soul
Just Kissed My Baby,The Meters,0.719,0.615,0,-13.674,1,0.122,0.0345,0.0492,0.0573,0.961,170.888,audio_features,,1TB0dZqFRQsnf4fLLLRKQV,spotify:track:1TB0dZqFRQsnf4fLLLRKQV,https://api.spotify.com/v1/tracks/1TB0dZqFRQsnf4fLLLRKQV,https://api.spotify.com/v1/audio-analysis/1TB0dZqFRQsnf4fLLLRKQV,283573,4,soul
I'll Take You There,The Staple Singers,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96E-06,0.063,0.78,101.632,audio_features,,5YLnfy7R2kueN0BRPkjiEG,spotify:track:5YLnfy7R2kueN0BRPkjiEG,https://api.spotify.com/v1/tracks/5YLnfy7R2kueN0BRPkjiEG,https://api.spotify.com/v1/audio-analysis/5YLnfy7R2kueN0BRPkjiEG,196827,4,soul
The Night,Frankie Valli & The Four Seasons,0.436,0.791,0,-7.314,0,0.0595,0.114,0.00788,0.0748,0.567,153.166,audio_features,,2RWjugJQW9FQbQeun7CXav,spotify:track:2RWjugJQW9FQbQeun7CXav,https://api.spotify.com/v1/tracks/2RWjugJQW9FQbQeun7CXav,https://api.spotify.com/v1/audio-analysis/2RWjugJQW9FQbQeun7CXav,203013,4,soul
Ain't Nobody,Rufus,0.808,0.623,10,-15.805,0,0.0463,0.216,0.000396,0.0782,0.767,104.299,audio_features,,53Za5vyGc1x7GxgJVRjRKc,spotify:track:53Za5vyGc1x7GxgJVRjRKc,https://api.spotify.com/v1/tracks/53Za5vyGc1x7GxgJVRjRKc,https://api.spotify.com/v1/audio-analysis/53Za5vyGc1x7GxgJVRjRKc,285573,4,soul
The Boss,James Brown,0.736,0.354,1,-14.709,1,0.0475,0.579,0.0103,0.0757,0.62,97.924,audio_features,,4Lv1bzAvoAeroCGiUUGZ9w,spotify:track:4Lv1bzAvoAeroCGiUUGZ9w,https://api.spotify.com/v1/tracks/4Lv1bzAvoAeroCGiUUGZ9w,https://api.spotify.com/v1/audio-analysis/4Lv1bzAvoAeroCGiUUGZ9w,194867,4,soul
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,0.67,0.619,0,-10.365,0,0.0323,0.0514,0,0.0492,0.807,108.826,audio_features,,3M5eeHXgG4VplKNcsBC8Dj,spotify:track:3M5eeHXgG4VplKNcsBC8Dj,https://api.spotify.com/v1/tracks/3M5eeHXgG4VplKNcsBC8Dj,https://api.spotify.com/v1/audio-analysis/3M5eeHXgG4VplKNcsBC8Dj,160500,4,soul
Rescue Me,Fontella Bass,0.674,0.552,7,-9.408,1,0.032,0.685,2.63E-05,0.102,0.963,122.753,audio_features,,1UE2mIj6uy9Tip2cvQx5xu,spotify:track:1UE2mIj6uy9Tip2cvQx5xu,https://api.spotify.com/v1/tracks/1UE2mIj6uy9Tip2cvQx5xu,https://api.spotify.com/v1/audio-analysis/1UE2mIj6uy9Tip2cvQx5xu,171027,4,soul
Theme From Shaft,Isaac Hayes,0.494,0.737,9,-17.765,0,0.0474,0.231,0.00492,0.113,0.795,120.752,audio_features,,1VLLADzAWGr1IoeMPDLNDL,spotify:track:1VLLADzAWGr1IoeMPDLNDL,https://api.spotify.com/v1/tracks/1VLLADzAWGr1IoeMPDLNDL,https://api.spotify.com/v1/audio-analysis/1VLLADzAWGr1IoeMPDLNDL,280160,4,soul
Nowhere To Run,Martha Reeves & The Vandellas,0.607,0.818,2,-9.351,0,0.047,0.11,0.00681,0.0513,0.86,129.342,audio_features,,4Xz9c4VECdI8Y2EhTSo9Vi,spotify:track:4Xz9c4VECdI8Y2EhTSo9Vi,https://api.spotify.com/v1/tracks/4Xz9c4VECdI8Y2EhTSo9Vi,https://api.spotify.com/v1/audio-analysis/4Xz9c4VECdI8Y2EhTSo9Vi,181640,4,soul
For What It's Worth,The Staple Singers,0.763,0.621,2,-9.908,1,0.0374,0.655,0,0.158,0.825,103.309,audio_features,,4la9jiqXYHQlEwbRhqYsd7,spotify:track:4la9jiqXYHQlEwbRhqYsd7,https://api.spotify.com/v1/tracks/4la9jiqXYHQlEwbRhqYsd7,https://api.spotify.com/v1/audio-analysis/4la9jiqXYHQlEwbRhqYsd7,144320,4,soul
Sweet Soul Music,Arthur Conley,0.59,0.659,5,-9.669,1,0.0697,0.104,6.56E-06,0.356,0.965,80.201,audio_features,,0pvA063uNyGQFp7DNtmk0P,spotify:track:0pvA063uNyGQFp7DNtmk0P,https://api.spotify.com/v1/tracks/0pvA063uNyGQFp7DNtmk0P,https://api.spotify.com/v1/audio-analysis/0pvA063uNyGQFp7DNtmk0P,141067,4,soul
Tainted Love,Gloria Jones,0.657,0.501,1,-13.206,0,0.0647,0.155,8.66E-06,0.0549,0.739,165.9,audio_features,,2ADfheRRkK5P2f1t8si3Lj,spotify:track:2ADfheRRkK5P2f1t8si3Lj,https://api.spotify.com/v1/tracks/2ADfheRRkK5P2f1t8si3Lj,https://api.spotify.com/v1/audio-analysis/2ADfheRRkK5P2f1t8si3Lj,162947,4,soul
Waiting Room,Fugazi,0.616,0.727,1,-8.176,0,0.0365,0.00401,0.86,0.157,0.54,92.259,audio_features,,5FFowl1Ve4S5OehL6OywSg,spotify:track:5FFowl1Ve4S5OehL6OywSg,https://api.spotify.com/v1/tracks/5FFowl1Ve4S5OehL6OywSg,https://api.spotify.com/v1/audio-analysis/5FFowl1Ve4S5OehL6OywSg,173267,4,punk
California Uber Alles,Dead Kennedys,0.317,0.885,8,-4.768,1,0.144,0.176,0.000249,0.221,0.704,111.366,audio_features,,5szJ8SMwQVEvvdk65w6M6g,spotify:track:5szJ8SMwQVEvvdk65w6M6g,https://api.spotify.com/v1/tracks/5szJ8SMwQVEvvdk65w6M6g,https://api.spotify.com/v1/audio-analysis/5szJ8SMwQVEvvdk65w6M6g,207040,3,punk
Disorder - 2007 Remaster,Joy Division,0.32,0.798,10,-7.078,0,0.124,0.00033,0.692,0.176,0.74,84.696,audio_features,,38wCbVfMreML5ZhF5iQuKA,spotify:track:38wCbVfMreML5ZhF5iQuKA,https://api.spotify.com/v1/tracks/38wCbVfMreML5ZhF5iQuKA,https://api.spotify.com/v1/audio-analysis/38wCbVfMreML5ZhF5iQuKA,209040,4,punk
Where Eagles Dare,Misfits,0.282,0.943,2,-7.746,1,0.121,0.741,0.414,0.178,0.15,182.381,audio_features,,5LgiqEgpK54OfXC6947wbU,spotify:track:5LgiqEgpK54OfXC6947wbU,https://api.spotify.com/v1/tracks/5LgiqEgpK54OfXC6947wbU,https://api.spotify.com/v1/audio-analysis/5LgiqEgpK54OfXC6947wbU,128427,4,punk
Anarchy in the U.K.,Sex Pistols,0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,audio_features,,3LoDeIbiR12sAznmpNEmKA,spotify:track:3LoDeIbiR12sAznmpNEmKA,https://api.spotify.com/v1/tracks/3LoDeIbiR12sAznmpNEmKA,https://api.spotify.com/v1/audio-analysis/3LoDeIbiR12sAznmpNEmKA,211973,4,punk
London Calling - Remastered,The Clash,0.651,0.801,0,-7.34,1,0.0514,0.123,0,0.0825,0.776,133.769,audio_features,,5jzma6gCzYtKB1DbEwFZKH,spotify:track:5jzma6gCzYtKB1DbEwFZKH,https://api.spotify.com/v1/tracks/5jzma6gCzYtKB1DbEwFZKH,https://api.spotify.com/v1/audio-analysis/5jzma6gCzYtKB1DbEwFZKH,200480,4,punk
Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,Buzzcocks,0.266,0.831,4,-9.07,1,0.0453,0.000862,0,0.0555,0.778,175.514,audio_features,,0bHm2wFL0m7qZIlhO7PQu5,spotify:track:0bHm2wFL0m7qZIlhO7PQu5,https://api.spotify.com/v1/tracks/0bHm2wFL0m7qZIlhO7PQu5,https://api.spotify.com/v1/audio-analysis/0bHm2wFL0m7qZIlhO7PQu5,163693,4,punk
