name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,audio_features,id,uri,track_href,analysis_url,duration_ms,time_signature,target
Way Out Boys,Ryan Robinette,0.424,0.839,5,-3.978,1,0.0459,0.0249,0,0.177,0.684,88.892,audio_features,,6lAJu1ln5Dvce7NhE7YmEz,spotify:track:6lAJu1ln5Dvce7NhE7YmEz,https://api.spotify.com/v1/tracks/6lAJu1ln5Dvce7NhE7YmEz,https://api.spotify.com/v1/audio-analysis/6lAJu1ln5Dvce7NhE7YmEz,209157,4,country
This Ain’t That Song,Payton Smith,0.643,0.785,4,-4.837,1,0.0523,0.305,1.65E-06,0.284,0.572,132.982,audio_features,,77tIzUnEdjigwTVJskepSE,spotify:track:77tIzUnEdjigwTVJskepSE,https://api.spotify.com/v1/tracks/77tIzUnEdjigwTVJskepSE,https://api.spotify.com/v1/audio-analysis/77tIzUnEdjigwTVJskepSE,206708,4,country
4 X 4 Play,Blackjack Billy,0.731,0.84,7,-5.224,1,0.0282,0.047,0,0.0532,0.775,93.987,audio_features,,6pMR5gZyVQQFIzh0NAvX41,spotify:track:6pMR5gZyVQQFIzh0NAvX41,https://api.spotify.com/v1/tracks/6pMR5gZyVQQFIzh0NAvX41,https://api.spotify.com/v1/audio-analysis/6pMR5gZyVQQFIzh0NAvX41,201711,4,country
To Get a Girl,Josiah Siska,0.568,0.6,10,-8.827,1,0.0319,0.0777,0,0.308,0.389,80.951,audio_features,,4Y3Wyyfgl5jpyfJ2oPImIe,spotify:track:4Y3Wyyfgl5jpyfJ2oPImIe,https://api.spotify.com/v1/tracks/4Y3Wyyfgl5jpyfJ2oPImIe,https://api.spotify.com/v1/audio-analysis/4Y3Wyyfgl5jpyfJ2oPImIe,183133,4,country
Near Mrs.,LANCO,0.547,0.854,7,-3.786,1,0.0396,0.0574,0,0.32,0.514,136.07,audio_features,,0Rmi2Bxr4oDWhbcXeY806r,spotify:track:0Rmi2Bxr4oDWhbcXeY806r,https://api.spotify.com/v1/tracks/0Rmi2Bxr4oDWhbcXeY806r,https://api.spotify.com/v1/audio-analysis/0Rmi2Bxr4oDWhbcXeY806r,257740,4,country
Growing Up,Thomas Rhett,0.629,0.788,2,-6.467,1,0.0242,0.0119,1.15E-06,0.14,0.561,104.971,audio_features,,3M4rxsJSUvKPjGy5yMeQ5j,spotify:track:3M4rxsJSUvKPjGy5yMeQ5j,https://api.spotify.com/v1/tracks/3M4rxsJSUvKPjGy5yMeQ5j,https://api.spotify.com/v1/audio-analysis/3M4rxsJSUvKPjGy5yMeQ5j,181267,4,country
Wild Honey,Ronnie Milsap,0.636,0.844,4,-6.208,1,0.0393,0.0117,3.08E-05,0.111,0.914,145.745,audio_features,,0QE0SPeG9OcHVntMWnb4pU,spotify:track:0QE0SPeG9OcHVntMWnb4pU,https://api.spotify.com/v1/tracks/0QE0SPeG9OcHVntMWnb4pU,https://api.spotify.com/v1/audio-analysis/0QE0SPeG9OcHVntMWnb4pU,215920,4,country
"Make a Life, Not a Living",Brett Kissel,0.526,0.866,0,-2.952,1,0.0476,0.111,0,0.222,0.671,158.025,audio_features,,6PxhWOADpG0i2uShFr2jbo,spotify:track:6PxhWOADpG0i2uShFr2jbo,https://api.spotify.com/v1/tracks/6PxhWOADpG0i2uShFr2jbo,https://api.spotify.com/v1/audio-analysis/6PxhWOADpG0i2uShFr2jbo,165533,4,country
Why Do We Need Em,Daves Highway,0.642,0.735,4,-5.111,1,0.0611,0.616,0,0.111,0.629,83.204,audio_features,,4XZVsZwEO9UDUZWAxoXOLY,spotify:track:4XZVsZwEO9UDUZWAxoXOLY,https://api.spotify.com/v1/tracks/4XZVsZwEO9UDUZWAxoXOLY,https://api.spotify.com/v1/audio-analysis/4XZVsZwEO9UDUZWAxoXOLY,187648,4,country
Like A Lady,Lady A,0.637,0.933,8,-3.519,1,0.0343,0.0614,2.90E-06,0.105,0.797,95.511,audio_features,,76djDZcj6Og5HcVAaRjQHu,spotify:track:76djDZcj6Og5HcVAaRjQHu,https://api.spotify.com/v1/tracks/76djDZcj6Og5HcVAaRjQHu,https://api.spotify.com/v1/audio-analysis/76djDZcj6Og5HcVAaRjQHu,181199,4,country
Always Be Mine,Jeffrey East,0.582,0.761,2,-6.009,1,0.0337,0.0257,0,0.174,0.608,175.986,audio_features,,4bHvrknlfNepK7Ikkda4qY,spotify:track:4bHvrknlfNepK7Ikkda4qY,https://api.spotify.com/v1/tracks/4bHvrknlfNepK7Ikkda4qY,https://api.spotify.com/v1/audio-analysis/4bHvrknlfNepK7Ikkda4qY,183013,4,country
Raised Up,Rvshvd,0.59,0.794,1,-5.174,1,0.0339,0.0569,0,0.303,0.25,79.929,audio_features,,01aM1mEEQrIMtJ3J2LvHt6,spotify:track:01aM1mEEQrIMtJ3J2LvHt6,https://api.spotify.com/v1/tracks/01aM1mEEQrIMtJ3J2LvHt6,https://api.spotify.com/v1/audio-analysis/01aM1mEEQrIMtJ3J2LvHt6,213598,4,country
